Name,Start,End,Size
_signal_r,0x00133BC8,0x00133BCC,4
_raise_r,0x00133C48,0x00133C4C,4
__sigtramp_r,0x00133D20,0x00133D28,8
raise,0x00133DB8,0x00133DC0,8
signal,0x00133DD8,0x00133DE0,8
_init_signal,0x00133E00,0x00133E08,8
__sigtramp,0x00133E20,0x00133E28,8
_kill_r,0x00133E40,0x00133E48,8
_getpid_r,0x00133EA0,0x00133EA4,4
_sprintf_r,0x00133EB8,0x00133EDC,36
sprintf,0x00133F40,0x00133F5C,28
__sread,0x00133FD0,0x00133FD8,8
__swrite,0x00134038,0x0013403C,4
__sseek,0x001340B8,0x001340C0,8
__sclose,0x00134120,0x00134124,4
strcat,0x00134140,0x0013425C,76
strchr,0x00134270,0x00134400,56
strcmp,0x00134400,0x00134544,80
strcpy,0x00134548,0x0013465C,68
strlen,0x00134660,0x00134798,60
strlwr,0x00134798,0x001347E4,76
strncmp,0x001347E8,0x001349A0,116
strncpy,0x001349A0,0x00134B5C,148
strstr,0x00134B60,0x00134BE4,132
strupr,0x00134BE8,0x00134C34,76
__sprint,0x00134C38,0x00134C3C,4
__sbprintf,0x00134C80,0x00134C88,8
vfprintf,0x00134D38,0x00134D3C,4
_vfprintf_r,0x00134DB0,0x00134DB4,4
cvt,0x00136410,0x00136418,8
exponent,0x001365D0,0x001366AC,212
_write_r,0x001366B0,0x001366B8,8
__swsetup,0x00136710,0x00136714,4
Init__11ccClutChunkFP12ccChunkIndexP15ccClutChunkDesc,0x00136820,0x00136848,40
__dt__11ccClutChunkFv,0x00136870,0x00136874,4
AddBltGrp__11ccClutChunkFP12ccChunkIndex,0x00136930,0x00136934,4
SetBltData__11ccClutChunkFP15ccClutChunkDesc,0x00136980,0x00136988,8
DelBltData__11ccClutChunkFv,0x00136AB0,0x00136AB4,4
SetBuffAdrs__11ccClutChunkFss,0x00136B40,0x00136B44,4
__dt__10ccClutRollFv,0x00136BE0,0x00136BE4,4
ClearRollRange__10ccClutRollFv,0x00136C40,0x00136C44,4
Init__10ccTexChunkFP12ccChunkIndexP12ccChunkIndexP14ccTexChunkDesc,0x00136C90,0x00136CD8,72
__dt__10ccTexChunkFv,0x00136CE0,0x00136CE4,4
__dt__9ccBltDataFv,0x00136D80,0x00136D84,4
__ct__9ccBltDataFv,0x00136DF0,0x00136DFC,12
AddBltGrp__10ccTexChunkFP12ccChunkIndex,0x00136E00,0x00136E04,4
SetBltData__10ccTexChunkFP14ccTexChunkDesc,0x00136E50,0x00136E58,8
DelBltData__10ccTexChunkFv,0x00137020,0x00137024,4
SetBuffAdrs__10ccTexChunkFPs,0x00137090,0x00137094,4
SetBuffAdrs__10ccTexChunkFP9ccBuffPos,0x00137320,0x00137324,4
__dt__10ccAnmChunkFv,0x001373C0,0x001373C4,4
__dt__13ccBltGrpChunkFv,0x00137A90,0x00137A94,4
SearchChunk__13ccBltGrpChunkFP12ccChunkIndex,0x00137B80,0x00137B88,8
AddChunk__13ccBltGrpChunkFP10ccTexChunk,0x00137C30,0x00137C34,4
AddChunk__13ccBltGrpChunkFP11ccClutChunk,0x00137C80,0x00137C84,4
DelChunk__13ccBltGrpChunkFP10ccTexChunk,0x00137CD0,0x00137CD4,4
DelChunk__13ccBltGrpChunkFP11ccClutChunk,0x00137D80,0x00137D84,4
LockBlt__13ccBltGrpChunkFv,0x00137E30,0x00137EA8,120
UnlockBlt__13ccBltGrpChunkFv,0x00137EB0,0x00137F28,120
MakePacketLoadData__13ccBltGrpChunkFP7ccLayer,0x00137F30,0x00137F34,4
__ct__7ccCoordFv,0x00138000,0x00138004,4
SetMatrix_PosRotXYZScale__7ccCoordFPfPfPf,0x00138050,0x00138054,4
SetMatrix_PosRotZYXScale__7ccCoordFPfPfPf,0x00138120,0x00138124,4
SetMatrix_RotZYX__7ccCoordFPf,0x001381D0,0x001381D4,4
SetMatrix_PosRotXYZ__7ccCoordFPfPf,0x00138240,0x00138244,4
SetMatrix_PosRotZYX__7ccCoordFPfPf,0x001382F0,0x001382F4,4
_SetLWMatrix__7ccCoordFv,0x00138380,0x00138398,24
_GetTransparency__7ccCoordFv,0x00138490,0x0013856C,220
Init__5ccCamFP10ccCamChunk,0x00138570,0x0013859C,44
SetMatrix_PosRotXYZDebug__5ccCamFPfPfPA4_f,0x001385A0,0x001385A4,4
SetMatrix_PosRotXYZ__5ccCamFPfPf,0x001386B0,0x001386B4,4
SetMatrix_PosTarget__5ccCamFPfPf,0x001387A0,0x001387A4,4
__dt__5ccCamFv,0x00138870,0x00138874,4
ccBbox_SetBox__FP6ccBboxP14ccVertexMinMumf,0x001388C0,0x001389AC,236
ccCreateLight__FP12ccLightChunk,0x001389B0,0x001389B8,8
ccSetColor__FPfUif,0x00138B60,0x00138B68,8
ccSetBlendColor__FPfUiUif,0x00138DB0,0x00138DB8,8
__ct__7ccLightFsSc,0x00138E60,0x00138E64,4
__ct__7ccLightFP12ccLightChunkSc,0x00138EF0,0x00138EF4,4
__dt__7ccLightFv,0x00138F80,0x00138F84,4
AddNext__10ccLightGrpFP7ccLightP7ccLight,0x00138FF0,0x00139060,112
AddGrp__10ccLightGrpFP7ccLight,0x00139060,0x00139064,4
DelGrp__10ccLightGrpFP7ccLight,0x001390C0,0x00139130,112
Init__14ccDistantLightFP12ccLightChunk,0x00139130,0x00139138,8
CheckRange__14ccDistantLightFP14ccLightSetInfoPf,0x00139170,0x00139178,8
GetDirc__14ccDistantLightFPf,0x00139240,0x00139244,4
Init__13ccDirectLightFP12ccLightChunk,0x001392D0,0x001392D4,4
CheckRange__13ccDirectLightFP14ccLightSetInfoPf,0x00139330,0x00139338,8
Init__11ccSpotLightFP12ccLightChunk,0x00139550,0x00139554,4
CheckRange__11ccSpotLightFP14ccLightSetInfoPf,0x001395B0,0x001395B8,8
Init__11ccOmniLightFP12ccLightChunk,0x001397E0,0x001397E8,8
CheckRange__11ccOmniLightFP14ccLightSetInfoPf,0x00139830,0x00139838,8
Init__10ccMaterialFP15ccMaterialChunk,0x001399F0,0x00139AB0,192
Init__6ccMmatFP11ccMmatChunk,0x00139AB0,0x00139B2C,124
Copy__6ccMmatFRC6ccMmat,0x00139B30,0x00139B98,104
Duplicate__6ccMmatFUiUs,0x00139BA0,0x00139BA8,8
Init__7ccModelFP12ccModelChunkPP7ccCoordUi,0x0013A440,0x0013A444,4
__dt__6ccMmatFv,0x0013A620,0x0013A624,4
__ct__6ccMmatFv,0x0013A770,0x0013A77C,12
__dt__7ccModelFv,0x0013A780,0x0013A784,4
Copy__7ccModelFRC7ccModel,0x0013A860,0x0013A864,4
Duplicate__7ccModelFUi,0x0013A9A0,0x0013A9A8,8
ChangeClut__7ccModelFP11ccClutChunkP11ccClutChunk,0x0013AAD0,0x0013AB30,96
ChangeTex__7ccModelFP10ccTexChunkP10ccTexChunk,0x0013AB30,0x0013ABD8,168
SetUV__7ccModelFiiP15ccMaterialChunki,0x0013ABE0,0x0013AC88,168
SetUseMaterialTbl__7ccModelFv,0x0013AC90,0x0013AC94,4
SetRenderState__7ccModelF20CC_RENDER_STATE_TYPEi,0x0013AE60,0x0013AEDC,120
SetTarget__9ccMorpherFP7ccModelfi,0x0013AEE0,0x0013AEF4,20
SetTargetNum__9ccMorpherFi,0x0013AF00,0x0013AF08,8
Modify__9ccMorpherFP16ccDrawModelParam,0x0013AF10,0x0013AF14,4
Duplicate__5ccObjFUi,0x0013B290,0x0013B294,4
Init__5ccObjFP10ccObjChunkPP7ccCoordUi,0x0013B5C0,0x0013B5C8,8
__dt__5ccObjFv,0x0013B840,0x0013B844,4
SetModel__5ccObjFP7ccModel,0x0013B8F0,0x0013B8F4,4
SetRenderState__5ccObjF20CC_RENDER_STATE_TYPEi,0x0013B970,0x0013B9F8,136
Init__6ccPartFP11ccPartChunk,0x0013BA00,0x0013BA18,24
Init__5ccEffFP10ccEffChunki,0x0013BA20,0x0013BB08,232
ChangeClut__5ccEffFP11ccClutChunkP11ccClutChunk,0x0013BB20,0x0013BB38,24
SetRenderState__5ccEffF20CC_RENDER_STATE_TYPEi,0x0013BB40,0x0013BBA4,36
SetBlendType__5ccEffFi,0x0013BC00,0x0013BC10,16
Draw__5ccEffFPfUs,0x0013BC90,0x0013BCB0,32
Draw__5ccEffFUs,0x0013BCB0,0x0013BCB8,8
Init__8ccEffObjFP10ccEffChunk,0x0013C330,0x0013C338,8
ChangeClut__8ccEffObjFP11ccClutChunkP11ccClutChunk,0x0013C3B0,0x0013C3C8,24
SetRenderState__8ccEffObjF20CC_RENDER_STATE_TYPEi,0x0013C3D0,0x0013C430,36
DrawNoAnm__8ccEffObjFv,0x0013C490,0x0013C498,8
Animate__8ccEffObjFi,0x0013C510,0x0013C570,96
StartAnm__8ccEffObjFv,0x0013C570,0x0013C57C,12
EndAnm__8ccEffObjFv,0x0013C580,0x0013C5B4,52
CheckAnimate__8ccEffObjFv,0x0013C5C0,0x0013C5DC,28
Init__7ccClumpFP12ccClumpChunk,0x0013C5E0,0x0013C5E8,8
__dt__7ccClumpFv,0x0013C9C0,0x0013C9C4,4
Duplicate__7ccClumpFUi,0x0013CB30,0x0013CB38,8
HitEnable__7ccClumpFv,0x0013CF50,0x0013CF54,4
HitEnable__7ccClumpFi,0x0013CFF0,0x0013CFF4,4
HitDisable__7ccClumpFv,0x0013D0B0,0x0013D0B4,4
SetHitMatrix__7ccClumpFP7ccCoord,0x0013D150,0x0013D154,4
SetHitMatrix__7ccClumpFPA4_f,0x0013D240,0x0013D244,4
GetObjAdrsF__7ccClumpFPCciP19ccSubstSearchResult,0x0013D300,0x0013D304,4
ChangeTex__7ccClumpFP10ccTexChunkP15ccMaterialChunk,0x0013D440,0x0013D530,240
ChangeClut__7ccClumpFP11ccClutChunkP11ccClutChunk,0x0013D530,0x0013D608,216
ChangeClut__7ccClumpFP11ccClutChunkP15ccMaterialChunk,0x0013D610,0x0013D6C0,176
SetFogSw__7ccClumpFi,0x0013D6C0,0x0013D760,160
SetShadowSw__7ccClumpFi,0x0013D760,0x0013D7D0,112
SetTransparency__7ccClumpFf,0x0013D7D0,0x0013D848,120
ccModelDmaTag_GetUseSize__FUiUs,0x0013D850,0x0013D8B0,96
ccModelDmaVertex_GetUseSize__FUi,0x0013D8B0,0x0013D8CC,28
ccModelDmaNormal_GetUseSize__FUi,0x0013D8D0,0x0013D8E4,20
ccModelDmaColor_GetUseSize__FUi,0x0013D8F0,0x0013D904,20
ccModelDmaST_GetUseSize__FUi,0x0013D910,0x0013D924,20
ccModelDmaTag_SetTag__FP10_sceDmaTagUiUs,0x0013D930,0x0013DAD0,176
ccModelDmaTag_SetVertex__FP10_sceDmaTagUiUsP16ccModelDmaVertex,0x0013DAE0,0x0013DBA0,192
ccModelDmaTag_SetNormal__FP10_sceDmaTagUiUsP16ccModelDmaNormal,0x0013DBA0,0x0013DCB0,272
ccModelDmaTag_SetColor__FP10_sceDmaTagUiUsP15ccModelDmaColor,0x0013DCC0,0x0013DDE0,288
ccModelDmaTag_SetST__FP10_sceDmaTagUiUsP12ccModelDmaST,0x0013DDE0,0x0013DE90,176
ccModelDmaData_SetDmaTag__FP6ccMmatUs,0x0013DE90,0x0013DE94,4
ccSetFogBlendColor__FRfRUifi,0x0013DF20,0x0013DF24,4
ccSetModelPacket__FP16ccDrawModelParam,0x0013E130,0x0013E134,4
ccSetMatrixPacket__FP16ccDrawModelParam,0x0013E350,0x0013E358,8
ccSetMaterialPacket__FP16ccDrawModelParam,0x0013E6C0,0x0013E6C8,8
_ccCheckBoundingBoxEx__FPA4_fP6ccViewPA4_fi,0x0013E9E0,0x0013E9E8,8
Draw__7ccModelFP16ccDrawModelParam,0x0013EAB0,0x0013EAB4,4
Modify__10ccModifierFP16ccDrawModelParam,0x0013F210,0x0013F218,8
Draw__5ccObjFf,0x0013F220,0x0013F224,4
CheckBoundingBox__5ccObjFv,0x0013F3B0,0x0013F3B4,4
Draw__7ccClumpFv,0x0013F470,0x0013F474,4
sceVu0InversMatrix2__FPA4_fPA4_f,0x0013F580,0x0013F584,4
DrawBoneType__7ccModelFP16ccDrawModelParam,0x0013F860,0x0013F864,4
SetShadowNormal2__FP6Spad00,0x001400E0,0x001400E8,8
SetShadowWork2__FP6Spad00iP12ccChunkIndex,0x001403C0,0x001403C8,8
DecodeShadowModel__FP11ccMmatChunkP12ccChunkIndexP14ccStreamReaderR14ccVertexMinMum,0x00140920,0x00140924,4
Draw__13ccShadowModelFP16ccDrawModelParam,0x001412B0,0x001412B4,4
SetShadowGSReg__14ccShadowPacketFP7ccLayersssUcUc,0x00141960,0x00141964,4
TransFrameBuffer__FP7ccLayerssUcUcUiUi,0x00141C80,0x00141C84,4
FillTexBuffer__FP7ccLayerssUcUcUiiUi,0x00142060,0x00142064,4
TransShadowTex__14ccShadowPacketFi,0x00142360,0x00142364,4
FillShadowBuff__14ccShadowPacketFUc,0x00142820,0x00142824,4
SetShadowPacket__14ccShadowPacketFv,0x00142B20,0x00142B24,4
SetShadowPacketAll__14ccShadowPacketFv,0x00142E70,0x00142E74,4
GetPacketList__14ccShadowPacketFi,0x00142EC0,0x00142FEC,300
AddPacket__14ccShadowPacketFiPvPv,0x00142FF0,0x00142FF4,4
__ct__14ccShadowPacketFsP6ccView,0x001430A0,0x001430A4,4
__ct__14ccShadowPacketFP13ccShadowChunkP6ccView,0x00143150,0x00143154,4
__dt__14ccShadowPacketFv,0x00143250,0x00143254,4
SetBuffer__14ccShadowPacketFiiii,0x001432F0,0x001432F4,4
__dt__10ccModifierFv,0x001433A0,0x001433A4,4
__dt__9ccMorpherFv,0x00143400,0x00143404,4
__dt__11ccOmniLightFv,0x00143460,0x00143464,4
__dt__11ccSpotLightFv,0x00143540,0x00143544,4
__dt__13ccDirectLightFv,0x00143620,0x00143624,4
__dt__14ccDistantLightFv,0x00143700,0x00143704,4
__ct__14ccStreamReaderFv,0x001437E0,0x001437E4,4
__dt__14ccStreamReaderFv,0x00143810,0x00143814,4
SetStreamBuffer__14ccStreamReaderFPvisPFv_ss,0x00143870,0x00143871,1
SetDataAdrs__14ccStreamReaderFPv,0x00143880,0x00143888,8
Init__8ccStreamFP14ccStreamReader,0x00143890,0x00143898,8
__ct__8ccStreamFP14ccStreamReader,0x00143A20,0x00143A24,4
GetCCSAdrs__8ccStreamFPCc,0x00143A50,0x00143A54,4
GetCCSAdrsNE__8ccStreamFPCc,0x00143AC0,0x00143AC4,4
GetCCSAdrs__8ccStreamFP8ccStream,0x00143B20,0x00143B54,52
__dt__8ccStreamFv,0x00143B60,0x00143B64,4
DelBboxChunk__8ccStreamFP11ccBboxChunk,0x00144230,0x00144238,8
DelModelChunk__8ccStreamFP12ccModelChunk,0x00144240,0x00144244,4
DelClumpChunk__8ccStreamFP12ccClumpChunk,0x001442F0,0x001442F4,4
DelPartChunk__8ccStreamFP11ccPartChunk,0x00144320,0x00144328,8
DelObjChunk__8ccStreamFP10ccObjChunk,0x00144330,0x00144338,8
DelEffChunk__8ccStreamFP10ccEffChunk,0x00144340,0x00144348,8
DelHitChunk__8ccStreamFP10ccHitChunk,0x00144350,0x00144354,4
DelMaterialChunk__8ccStreamFP15ccMaterialChunk,0x00144380,0x00144388,8
DelCamChunk__8ccStreamFP10ccCamChunk,0x00144390,0x00144398,8
DelLightChunk__8ccStreamFPv,0x001443A0,0x001443A8,8
DecodeSetup__8ccStreamFv,0x001443B0,0x001443B4,4
GetChunkAdrs__8ccStreamFPCcP19ccChunkSearchResult,0x001444D0,0x001444D4,4
GetChunkAdrsF__8ccStreamFPCci,0x00144580,0x00144584,4
GetSubstAdrsF__8ccStreamFPCci,0x00144630,0x00144634,4
ConvALCNum_Obj__FP14ccStreamReaderRPUcP16ccAnmIndexCntTblRUi,0x00144730,0x00144734,4
ConvALCNum_Camera__FP14ccStreamReaderRPUcP16ccAnmIndexCntTblRUi,0x00144980,0x00144984,4
ConvALCNum_ModelVertex__FP14ccStreamReaderRPUcP16ccAnmIndexCntTblRUi,0x00144B60,0x00144B64,4
ConvALCNum_FsetMatCtrl__FP14ccStreamReaderRPUcP16ccAnmIndexCntTblRUiUi,0x00144D00,0x00144D04,4
ConvLCNum2ALCNum__10ccAnmChunkFP14ccStreamReaderRPUcP16ccAnmIndexCntTblRUiUs,0x00144E90,0x00144E94,4
ccAnmCtrlColor_GetSize__FUi,0x00146140,0x00146170,48
ccAnmCtrlColor_Init__FRPcPvUi,0x00146170,0x001461D4,100
ccAnmCtrlColor_Set__FPfRPcUiUi,0x001461E0,0x001461E8,8
ccAnmCtrlColor_SetCtrl__FP14ccStreamReaderRPUcUiUi,0x00146310,0x00146318,8
ccAnmCtrlFloat_GetSize__FUi,0x00146490,0x001464C0,48
ccAnmCtrlFloat_Init__FRPcPvUi,0x001464C0,0x00146524,100
ccAnmCtrlFloat_Set__FRfRPcUiUif,0x00146530,0x00146654,292
ccAnmCtrlFloat_SetCtrl__FP14ccStreamReaderRPUcUiUi,0x00146660,0x00146668,8
ccAnmCtrlFVec3_GetSize__FUi,0x001467F0,0x00146820,48
ccAnmCtrlFVec3_Init__FRPcPvUi,0x00146820,0x00146890,112
ccAnmCtrlFVec3_Set__FPfRPcUiUi,0x00146890,0x00146A14,388
ccAnmCtrlFVec3_Set__FPA4_fRPcUiUi,0x00146A20,0x00146A24,4
ccAnmCtrlFVec3_SetCtrl__FP14ccStreamReaderRPUcUiUi,0x00146BE0,0x00146BE8,8
ccAnmCtrlRot_GetSize__FUi,0x00146E00,0x00146E30,48
ccAnmCtrlRot_Init__FRPcPvUi,0x00146E30,0x00146E38,8
ccAnmCtrlRot_Set__FPA4_fRPcUiUi,0x00146F30,0x00146F34,4
ccAnmCtrlRot_SetCtrl__FP14ccStreamReaderRPUcUiUi,0x001470C0,0x001470C8,8
MakeAnimeIndex__8ccStreamFP10ccAnmChunk,0x001474B0,0x001474B4,4
CompleteIndexChunkAdrs__8ccStreamFv,0x001476C0,0x001476C4,4
CompleteChunkAdrs__8ccStreamFv,0x00147940,0x00147A60,288
CompleteChunk__8ccStreamFv,0x00147A60,0x00147A64,4
CompleteDecodeSetup__8ccStreamFv,0x00147F30,0x00147F34,4
DelAll__9ccAnmNoteFv,0x00147FF0,0x00147FF4,4
DeleteAnmIndex__8ccStreamFv,0x00148030,0x00148034,4
DelSceneObject__8ccStreamFv,0x001481C0,0x001481C4,4
__dt__21ccStreamDrawLayerListFv,0x00148340,0x00148344,4
Draw__21ccStreamDrawLayerListFv,0x00148400,0x00148404,4
SetTransparency__21ccStreamDrawLayerListFf,0x00148530,0x001485F8,200
__ct__13ccShadowChunkFv,0x00148600,0x00148638,56
InitScene__8ccStreamFP7ccLayerP9ccDrawEnv,0x00148640,0x00148644,4
ccStream_PlaySceneThread__FP6ccTscb,0x00149400,0x00149404,4
PlayScene__8ccStreamFUiPvUi,0x00149450,0x00149454,4
PlaySceneMain__8ccStreamFP6ccTscbPvUi,0x001494C0,0x001494C4,4
EndScene__8ccStreamFv,0x00149730,0x00149734,4
ResetScene__8ccStreamFv,0x00149790,0x00149794,4
PrtDebugStatus__8ccStreamFii,0x00149860,0x00149868,8
ccSetHitData__FP11HIT_POLYGONPA4_fiUi,0x00149990,0x00149994,4
DecodeHeaderSection__8ccStreamFv,0x00149D20,0x00149D28,8
DecodeIndexSection__8ccStreamFv,0x00149E10,0x00149E14,4
DecodeSetupSection__8ccStreamFv,0x00149FF0,0x00149FF8,8
Decode_Setup__8ccStreamFv,0x0014A360,0x0014A368,8
Decode_FBPage__8ccStreamFv,0x0014A370,0x0014A378,8
Decode_FBRect__8ccStreamFv,0x0014A3F0,0x0014A3F8,8
Decode_BltGrp__8ccStreamFv,0x0014A440,0x0014A448,8
Decode_Bbox__8ccStreamFv,0x0014A4C0,0x0014A4C8,8
Decode_Mmat02__8ccStreamFP12ccModelChunkP11ccMmatChunkUsR14ccVertexMinMum,0x0014A600,0x0014A604,4
Decode_Mmat01__8ccStreamFP12ccModelChunkP11ccMmatChunkUsR14ccVertexMinMum,0x0014B890,0x0014B894,4
Decode_Model__8ccStreamFv,0x0014BCE0,0x0014BCE4,4
Decode_Anime__8ccStreamFv,0x0014C130,0x0014C134,4
Decode_Clump__8ccStreamFv,0x0014C200,0x0014C204,4
Decode_Particle__8ccStreamFv,0x0014C340,0x0014C348,8
Decode_Shadow__8ccStreamFv,0x0014C3E0,0x0014C3E8,8
__dt__15ccLayerChunkTblFv,0x0014C4D0,0x0014C4D4,4
Decode_Morpher__8ccStreamFv,0x0014C550,0x0014C554,4
Decode_Layer__8ccStreamFv,0x0014C5D0,0x0014C5D4,4
Decode_Obj2__8ccStreamFv,0x0014C8F0,0x0014C8F4,4
Decode_Obj__8ccStreamFv,0x0014CA40,0x0014CA44,4
Decode_ExtObj__8ccStreamFv,0x0014CB80,0x0014CB84,4
Decode_Eff__8ccStreamFv,0x0014CCA0,0x0014CCA8,8
Decode_Hit__8ccStreamFv,0x0014CE50,0x0014CE58,8
Decode_Material__8ccStreamFv,0x0014D300,0x0014D304,4
Decode_Camera__8ccStreamFv,0x0014D3E0,0x0014D3E4,4
Decode_Light__8ccStreamFv,0x0014D440,0x0014D444,4
Decode_DummyPos__8ccStreamFv,0x0014D4D0,0x0014D4D8,8
Decode_DummyPosRot__8ccStreamFv,0x0014D570,0x0014D578,8
Decode_Clut__8ccStreamFv,0x0014D660,0x0014D664,4
Decode_Texture__8ccStreamFv,0x0014D9A0,0x0014D9A4,4
Decode_Pcm__8ccStreamFv,0x0014DDB0,0x0014DDB8,8
DecodeFrameSection__8ccStreamFv,0x0014DED0,0x0014DED4,4
DecodeFrameChunk__8ccStreamFUiUii,0x0014E1B0,0x0014E1B4,4
Decode_Frame__8ccStreamFv,0x0014E460,0x0014E464,4
DecodeF_Top__8ccStreamFv,0x0014E490,0x0014E498,8
DecodeF_Pcm__8ccStreamFv,0x0014E4A0,0x0014E4A8,8
DecodeF_Material__8ccStreamFv,0x0014E5B0,0x0014E5B4,4
DecodeF_Morpher__8ccStreamFv,0x0014E6E0,0x0014E6E8,8
DecodeF_Shadow__8ccStreamFv,0x0014E830,0x0014E838,8
DecodeF_Obj__8ccStreamFv,0x0014E950,0x0014E958,8
DecodeF_Camera__8ccStreamFv,0x0014ECE0,0x0014ECE4,4
DecodeF_Ambient__8ccStreamFv,0x0014EEF0,0x0014EEF4,4
DecodeF_DistantLight__8ccStreamFv,0x0014EF80,0x0014EF84,4
DecodeF_DirectLight__8ccStreamFv,0x0014F130,0x0014F134,4
DecodeF_SpotLight__8ccStreamFv,0x0014F3B0,0x0014F3B4,4
DecodeF_OmniLight__8ccStreamFv,0x0014F6A0,0x0014F6A4,4
DecodeF_Note__8ccStreamFUi,0x0014F830,0x0014F834,4
DecodeF_ModelVertex__8ccStreamFv,0x0014F930,0x0014F934,4
DecodeF_ModelNormal__8ccStreamFv,0x0014FB00,0x0014FB04,4
__ct__5ccAnmFv,0x0014FC80,0x0014FC84,4
__dt__5ccAnmFv,0x0014FCF0,0x0014FCF4,4
DeleteAnmIndex__5ccAnmFv,0x0014FE10,0x0014FE14,4
ApplyClump__5ccAnmFP7ccClumpP8ccStream,0x0014FFB0,0x0014FFB4,4
ResetAnmCtrlWork__5ccAnmFP13ccAnmCtrlWork,0x00150000,0x00150008,8
InitAnmCtrlWork__5ccAnmFP9ccAnmCtrlP10ccAnmIndex,0x00150360,0x00150368,8
SetAnmCtrlWork__5ccAnmFP13ccAnmCtrlWorki,0x00150670,0x00150678,8
SetAnm__5ccAnmFP10ccAnmChunkUi,0x00150F50,0x00150F54,4
SetAnm__5ccAnmFP8ccStreamPcUi,0x00151C60,0x00151C64,4
SetLightEnv__5ccAnmF11ccAnmOption,0x00151CB0,0x00151CB4,4
GetSubstAdrs__5ccAnmFPCcP19ccSubstSearchResult,0x00151CE0,0x00151CE4,4
GetSubstAdrsF__5ccAnmFPCcb,0x00151DA0,0x00151DA4,4
HitEnable__5ccAnmFv,0x00151E60,0x00151E64,4
HitEnable__5ccAnmFi,0x00151F30,0x00151F34,4
HitDisable__5ccAnmFv,0x00152020,0x00152024,4
SetHitMatrix__5ccAnmFv,0x001520F0,0x001520F4,4
NoteProcess__5ccAnmFv,0x00152210,0x00152214,4
_AnimateForward__5ccAnmFUi,0x00152270,0x00152274,4
_AnimateFrame__5ccAnmFUi,0x00152400,0x00152404,4
Draw__5ccAnmFv,0x001524D0,0x001524D4,4
GetAmbient__5ccAnmFPf,0x001528E0,0x001529D8,248
SetShadowSw__5ccAnmFi,0x001529E0,0x00152A54,116
SetFogSw__5ccAnmFi,0x00152A60,0x00152B04,164
SetRenderState__5ccAnmF20CC_RENDER_STATE_TYPEi,0x00152B10,0x00152B14,4
SetBlendType__5ccAnmFUc,0x00152BE0,0x00152BE4,4
ChangeClut__5ccAnmFP11ccClutChunkP11ccClutChunk,0x00152D00,0x00152D04,4
SetUV__5ccAnmFiiP15ccMaterialChunki,0x00152DE0,0x00152DE4,4
initHitCheck1__Fv,0x00152EC0,0x00152EE0,32
collisionLP__FPfPfPfPfPfPf,0x00152EE0,0x00152EE4,4
__ct__9ccCharHitFv,0x00153220,0x00153224,4
__dt__9ccCharHitFv,0x001532A0,0x001532A4,4
HitEnable__9ccCharHitFv,0x00153310,0x00153360,80
HitDisable__9ccCharHitFv,0x00153360,0x001533EC,140
SetHitSW__9ccCharHitFi,0x001533F0,0x001533F4,4
CollisionDetection__9ccCharHitFv,0x00153470,0x00153474,4
__ct__10ccModelHitFv,0x00153680,0x00153684,4
__dt__10ccModelHitFv,0x001536F0,0x001536F4,4
HitEnable__10ccModelHitFi,0x00153760,0x00153764,4
HitDisable__10ccModelHitFv,0x001537E0,0x00153874,148
MultiplexEntryCheck__10ccModelHitFv,0x00153880,0x001538C8,72
ccHitCheckLM__FPfPfUi,0x001538D0,0x001538D4,4
ccHitCheckLM2__FPfPfUi,0x00153900,0x00153904,4
_ccHitCheckLM__FPfPfUii,0x00153930,0x00153934,4
prepareHitLine__FP8HIT_LINEPfPfUiP10ccModelHit,0x00153A30,0x00153A34,4
prepareHitSphere__FP10HIT_SPHEREPffUiP10ccModelHit,0x00153BE0,0x00153BE4,4
setNearest__Fv,0x00153CE0,0x00153E5C,380
checkHitResultAttlibute__Fv,0x00153E80,0x00153F60,224
collisionLM__FP8HIT_LINEP10ccModelHiti,0x00153F60,0x00153F64,4
collisionQM__FP10HIT_SPHEREP10ccModelHiti,0x001545E0,0x001545E4,4
makeNormal__FPfPfPfPf,0x00155180,0x00155184,4
normal2Angle__FPfPf,0x00155210,0x00155214,4
ccHitResultGrouping__Fv,0x001552E0,0x001552E4,4
ccModelHitCheckQ__FPfPffUii,0x00155600,0x00155604,4
ccModelHitCheckQZ__FPfPffUii,0x00155930,0x00155934,4
__ct__14ccRingBufferThFv,0x00155C60,0x00155CB0,80
__dt__14ccRingBufferThFv,0x00155CB0,0x00155CB4,4
OpenData__14ccRingBufferThFPv,0x00155D10,0x00155D14,4
OpenBufferData__14ccRingBufferThFPvUiUi,0x00155DD0,0x00155DD4,4
OpenBuffer__14ccRingBufferThFUiUi,0x00155E30,0x00155E34,4
OpenBuffer__14ccRingBufferThFPvUiUi,0x00155E60,0x00155E64,4
CloseBuffer__14ccRingBufferThFv,0x00155F60,0x00155F64,4
ResetBuffer__14ccRingBufferThFv,0x00156000,0x001560A0,120
CheckCancelWriteBlock__14ccRingBufferThFv,0x001560A0,0x001560AC,12
EndWriteBlock__14ccRingBufferThFv,0x001560B0,0x001560B4,4
CheckWriteBlock__14ccRingBufferThFPPc,0x00156170,0x00156174,4
SetWriteBlock__14ccRingBufferThFUi,0x001562E0,0x001562F4,20
CancelReadBlock__14ccRingBufferThFv,0x00156300,0x00156304,4
EndReadBlock__14ccRingBufferThFv,0x00156400,0x00156404,4
